Player,Team,Season,Age,Squad,Comp,Country,MP,Starts,Starts_pct,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,xAG,npxG,xG+xAG,npxG+xAG,PrgP,PrgC,PrgR,Gls/90,Ast/90,G+A/90,xG/90,xAG/90,xG+xAG/90,xG_diff,xA_diff,Trend,NewLeague,SourceFile,Career_MP,Career_Starts,Career_Min,Career_90s,Career_Gls,Career_Ast,Career_G+A,Career_xG,Career_xAG,Career_xG+xAG,Career_npxG,Career_npxG+xAG,Career_Gls/90,Career_Ast/90,Career_G+A/90,Career_xG/90,Career_xAG/90,Career_xG+xAG/90
Dušan Vlahović,Juventus,2025-2026,25,Juventus,1. Serie A,it ITA,1.0,0.0,0.0,11.0,0.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,1.0,8.18,0.0,8.18,4.28,0.0,4.28,0.5,0.0,↗,No,serie_a_standard_stats\Juventus\Dušan_Vlahović.csv,224.0,152.0,13967.0,155.2,89.0,17.0,106.0,84.2,12.1,0.0,65.2,77.3,0.57,0.11,0.68,0.56,0.08,0.64
Gianluca Gaetano,Cagliari,2025-2026,25,Cagliari,1. Serie A,it ITA,1.0,0.0,0.0,17.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.0,0.3,3.0,2.0,1.0,0.0,5.29,5.29,0.84,0.97,1.81,-0.2,0.8,↗,No,serie_a_standard_stats\Cagliari\Gianluca_Gaetano.csv,145.0,79.0,7071.0,78.6,23.0,16.0,39.0,21.6,14.2,0.0,20.8,35.0,0.29,0.2,0.5,0.28,0.18,0.46
Ange-Yoan Bonny,Inter,2025-2026,21,Inter,1. Serie A,it ITA,1.0,0.0,0.0,24.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.3,2.0,1.0,3.0,3.75,0.0,3.75,0.33,0.81,1.14,0.9,-0.2,↗,No,serie_a_standard_stats\Inter\Ange-Yoan_Bonny.csv,115.0,63.0,5623.0,62.5,14.0,12.0,26.0,16.3,8.9,0.0,13.1,22.0,0.22,0.19,0.42,0.27,0.15,0.41
Marcus Thuram,Inter,2025-2026,27,Inter,1. Serie A,it ITA,1.0,1.0,1.0,66.0,0.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.6,0.1,0.6,0.0,0.7,1.0,3.0,5.0,2.73,0.0,2.73,0.84,0.11,0.95,1.4,-0.1,↗,No,serie_a_standard_stats\Inter\Marcus_Thuram.csv,280.0,213.0,18479.0,205.3,76.0,32.0,108.0,80.0,29.7,0.0,76.0,105.7,0.37,0.16,0.53,0.43,0.16,0.58
Nicolás Paz,Como,2025-2026,20,Como,1. Serie A,it ITA,1.0,1.0,1.0,78.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.4,0.2,0.0,0.6,8.0,2.0,3.0,1.15,1.15,2.31,0.2,0.44,0.65,0.8,0.6,↗,No,serie_a_standard_stats\Como\Nicolás_Paz.csv,40.0,31.0,2788.0,31.0,7.0,9.0,16.0,9.5,6.4,0.0,8.7,15.2,0.23,0.29,0.52,0.31,0.21,0.51
Lautaro Martínez,Inter,2025-2026,27,Inter,1. Serie A,it ITA,1.0,1.0,1.0,78.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.4,3.0,1.0,5.0,1.15,1.15,2.31,0.32,0.1,0.43,0.7,0.9,↗,No,serie_a_standard_stats\Inter\Lautaro_Martínez.csv,286.0,226.0,19603.0,217.8,138.0,31.0,169.0,119.2,31.6,0.0,105.5,137.1,0.63,0.14,0.78,0.55,0.15,0.69
Alessandro Bastoni,Inter,2025-2026,26,Inter,1. Serie A,it ITA,1.0,1.0,1.0,85.0,0.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.3,3.0,0.0,1.0,1.06,1.06,2.12,0.1,0.22,0.32,0.9,0.8,↗,No,serie_a_standard_stats\Inter\Alessandro_Bastoni.csv,211.0,188.0,16001.0,177.8,7.0,16.0,23.0,6.4,13.2,0.0,6.4,19.6,0.04,0.09,0.13,0.04,0.08,0.11
Kenan Yıldız,Juventus,2025-2026,20,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,88.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,0.1,0.0,0.9,2.0,5.0,11.0,0.0,2.05,2.05,0.15,0.81,0.96,-0.1,1.2,↗,No,serie_a_standard_stats\Juventus\Kenan_Yıldız.csv,63.0,38.0,3442.0,38.2,9.0,6.0,15.0,6.1,6.9,0.0,6.1,13.0,0.24,0.16,0.39,0.16,0.18,0.34
Rolando Mandragora,Fiorentina,2025-2026,28,Fiorentina,1. Serie A,it ITA,1.0,0.0,0.0,45.0,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.3,2.0,0.0,4.0,2.0,0.0,2.0,0.45,0.08,0.53,0.8,0.0,↗,No,serie_a_standard_stats\Fiorentina\Rolando_Mandragora.csv,269.0,214.0,18905.0,210.1,18.0,19.0,37.0,20.2,22.3,0.0,19.4,41.7,0.09,0.09,0.18,0.11,0.12,0.23
Pervis Estupiñán,Milan,2025-2026,27,Milan,1. Serie A,it ITA,1.0,1.0,1.0,45.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,1.0,1.0,6.0,0.0,2.0,2.0,0.03,0.42,0.46,0.0,0.8,↗,Yes,serie_a_standard_stats\Milan\Pervis_Estupiñán.csv,259.0,208.0,18509.0,205.7,8.0,20.0,28.0,6.7,18.8,0.0,6.7,25.5,0.04,0.1,0.14,0.05,0.14,0.19
Sandi Lovrić,Udinese,2025-2026,27,Udinese,1. Serie A,it ITA,1.0,1.0,1.0,60.0,0.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.3,7.0,3.0,3.0,0.0,1.5,1.5,0.16,0.33,0.49,-0.1,0.8,↗,No,serie_a_standard_stats\Udinese\Sandi_Lovrić.csv,260.0,202.0,17052.0,189.5,18.0,36.0,54.0,11.1,10.0,0.0,11.1,21.1,0.1,0.19,0.29,0.15,0.14,0.28
Anastasios Douvikas,Como,2025-2026,25,Como,1. Serie A,it ITA,1.0,1.0,1.0,69.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.4,3.0,2.0,4.0,1.3,0.0,1.3,0.39,0.17,0.56,0.7,-0.1,↗,No,serie_a_standard_stats\Como\Anastasios_Douvikas.csv,184.0,104.0,9849.0,109.4,52.0,12.0,64.0,41.5,10.8,0.0,36.7,47.6,0.48,0.11,0.58,0.54,0.14,0.68
Mario Pašalić,Atalanta,2025-2026,30,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,70.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,5.0,0.0,2.0,0.0,1.29,1.29,0.0,0.14,0.14,0.0,0.9,↗,No,serie_a_standard_stats\Atalanta\Mario_Pašalić.csv,355.0,247.0,21441.0,238.2,73.0,35.0,108.0,46.1,23.6,0.0,43.7,67.4,0.31,0.15,0.45,0.32,0.16,0.48
Gianluca Scamacca,Atalanta,2025-2026,26,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,71.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.2,0.6,0.0,0.7,2.0,0.0,9.0,1.27,0.0,1.27,0.73,0.2,0.94,0.4,-0.2,↗,No,serie_a_standard_stats\Atalanta\Gianluca_Scamacca.csv,170.0,98.0,9075.0,100.8,50.0,9.0,59.0,39.6,12.2,0.0,37.3,49.4,0.5,0.09,0.59,0.42,0.13,0.54
Albert Guðmundsson,Fiorentina,2025-2026,28,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,71.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,2.0,0.0,1.27,1.27,0.0,0.29,0.29,0.0,0.8,↗,No,serie_a_standard_stats\Fiorentina\Albert_Guðmundsson.csv,258.0,201.0,17197.0,191.1,78.0,29.0,107.0,44.3,22.8,0.0,36.2,59.1,0.41,0.15,0.56,0.33,0.17,0.5
Matteo Politano,Napoli,2025-2026,31,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,75.0,0.8,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.3,2.0,6.0,5.0,0.0,1.2,1.2,0.16,0.17,0.33,-0.1,0.9,↗,No,serie_a_standard_stats\Napoli\Matteo_Politano.csv,402.0,290.0,24498.0,272.2,64.0,47.0,111.0,38.5,36.9,0.0,32.2,69.1,0.24,0.17,0.41,0.21,0.2,0.42
Jonathan David,Juventus,2025-2026,25,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,79.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.5,0.6,0.0,1.1,0.0,0.0,5.0,1.14,0.0,1.14,0.65,0.59,1.24,0.4,-0.5,↗,Yes,serie_a_standard_stats\Juventus\Jonathan_David.csv,239.0,201.0,17664.0,196.3,118.0,28.0,146.0,100.2,26.9,0.0,79.1,106.0,0.6,0.14,0.74,0.51,0.14,0.65
Suat Serdar,Hellas Verona,2025-2026,28,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,81.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.4,3.0,0.0,1.0,1.11,0.0,1.11,0.35,0.04,0.4,0.7,0.0,↗,No,serie_a_standard_stats\Hellas_Verona\Suat_Serdar.csv,239.0,184.0,15831.0,175.9,22.0,9.0,31.0,17.3,11.3,0.0,17.3,28.5,0.13,0.05,0.18,0.11,0.07,0.18
Federico Bonazzoli,Cremonese,2025-2026,28,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,83.0,0.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,3.0,1.0,4.0,1.08,0.0,1.08,0.14,0.0,0.14,0.9,0.0,↗,Yes,serie_a_standard_stats\Cremonese\Federico_Bonazzoli.csv,243.0,123.0,11619.0,129.1,41.0,11.0,52.0,34.1,10.5,0.0,31.0,41.5,0.32,0.09,0.4,0.31,0.1,0.41
Scott McTominay,Napoli,2025-2026,28,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,88.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.3,1.0,3.0,7.0,1.02,0.0,1.02,0.22,0.07,0.3,0.8,-0.1,↗,No,serie_a_standard_stats\Napoli\Scott_McTominay.csv,213.0,151.0,13992.0,155.5,32.0,8.0,40.0,22.6,8.4,0.0,22.6,31.0,0.21,0.05,0.26,0.15,0.05,0.2
Kevin De Bruyne,Napoli,2025-2026,34,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,0.0,0.4,4.0,1.0,2.0,1.0,0.0,1.0,0.19,0.26,0.44,0.8,-0.3,↗,Yes,serie_a_standard_stats\Napoli\Kevin_De_Bruyne.csv,467.0,406.0,35287.0,392.1,111.0,178.0,289.0,42.1,88.6,0.0,38.2,126.8,0.28,0.45,0.74,0.23,0.48,0.71
Giovane,Hellas Verona,2025-2026,21,Hellas Verona,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.1,0.0,0.4,1.0,1.0,3.0,0.0,1.0,1.0,0.11,0.32,0.43,-0.1,0.7,→,No,serie_a_standard_stats\Hellas_Verona\Giovane.csv,27.0,5.0,797.0,8.9,2.0,1.0,3.0,2.3,1.4,0.0,2.3,3.8,0.23,0.11,0.34,0.27,0.16,0.43
Wesley,Roma,2025-2026,21,Roma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,3.0,2.0,6.0,1.0,0.0,1.0,0.25,0.04,0.3,0.7,0.0,→,No,serie_a_standard_stats\Roma\Wesley.csv,79.0,65.0,6020.0,66.9,3.0,5.0,8.0,3.0,6.5,0.0,3.0,9.5,0.04,0.07,0.12,0.04,0.1,0.14
Petar Sucic,Inter,2025-2026,21,Inter,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.3,7.0,2.0,5.0,0.0,1.0,1.0,0.1,0.19,0.29,-0.1,0.8,↗,Yes,serie_a_standard_stats\Inter\Petar_Sucic.csv,52.0,37.0,3267.0,36.3,6.0,5.0,11.0,0.1,0.2,0.0,0.1,0.3,0.17,0.14,0.3,0.1,0.19,0.29
Thomas Kristensen,Udinese,2025-2026,23,Udinese,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,4.0,2.0,0.0,1.0,0.0,1.0,0.24,0.0,0.25,0.8,0.0,↗,No,serie_a_standard_stats\Udinese\Thomas_Kristensen.csv,90.0,77.0,6921.0,76.9,3.0,1.0,4.0,2.3,0.7,0.0,2.3,3.0,0.04,0.01,0.05,0.05,0.02,0.07
Nicolò Barella,Inter,2025-2026,28,Inter,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.2,9.0,1.0,1.0,0.0,1.0,1.0,0.11,0.11,0.22,-0.1,0.9,↗,No,serie_a_standard_stats\Inter\Nicolò_Barella.csv,326.0,296.0,25526.0,283.6,25.0,45.0,70.0,25.9,34.9,0.0,22.7,57.6,0.09,0.16,0.25,0.11,0.14,0.25
Strahinja Pavlović,Milan,2025-2026,24,Milan,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,9.0,5.0,1.0,1.0,0.0,1.0,0.21,0.0,0.21,0.8,0.0,↗,No,serie_a_standard_stats\Milan\Strahinja_Pavlović.csv,141.0,131.0,11564.0,128.5,9.0,5.0,14.0,3.7,1.4,0.0,3.7,5.1,0.07,0.05,0.13,0.1,0.04,0.14
Sebastiano Luperto,Cagliari,2025-2026,28,Cagliari,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,1.0,1.0,0.0,1.0,0.0,1.0,0.13,0.0,0.13,0.9,0.0,↗,No,serie_a_standard_stats\Cagliari\Sebastiano_Luperto.csv,240.0,218.0,19689.0,218.8,7.0,6.0,13.0,6.3,3.7,0.0,6.3,10.0,0.03,0.03,0.06,0.04,0.02,0.06
Giuseppe Pezzella,Cremonese,2025-2026,27,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,2.0,1.0,1.0,0.0,1.0,1.0,0.02,0.09,0.12,0.0,0.9,↗,No,serie_a_standard_stats\Cremonese\Giuseppe_Pezzella.csv,182.0,128.0,11498.0,127.8,1.0,11.0,12.0,2.1,11.0,0.0,2.1,13.1,0.01,0.09,0.09,0.02,0.1,0.12
Federico Baschirotto,Cremonese,2025-2026,28,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,2.0,1.0,0.0,1.0,0.0,1.0,0.05,0.0,0.05,0.9,0.0,↗,No,serie_a_standard_stats\Cremonese\Federico_Baschirotto.csv,143.0,132.0,11987.0,133.2,10.0,1.0,11.0,8.2,1.9,0.0,7.9,9.8,0.08,0.01,0.08,0.06,0.01,0.08
Alessio Zerbin,Cremonese,2025-2026,26,Cremonese,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,6.0,5.0,4.0,0.0,1.0,1.0,0.0,0.05,0.05,0.0,0.9,↗,No,serie_a_standard_stats\Cremonese\Alessio_Zerbin.csv,82.0,54.0,4711.0,52.3,10.0,6.0,16.0,9.3,6.3,0.0,9.3,15.6,0.19,0.11,0.31,0.18,0.12,0.3
Nicholas Pierini,Sassuolo,2025-2026,26,Sassuolo,1. Serie A,it ITA,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.74,20.74,0.0,-0.2,↘,Yes,serie_a_standard_stats\Sassuolo\Nicholas_Pierini.csv,167.0,74.0,7316.0,81.3,27.0,9.0,36.0,21.5,12.5,0.0,21.5,34.0,0.33,0.11,0.44,0.26,0.15,0.42
Leonardo Spinazzola,Napoli,2025-2026,32,Napoli,1. Serie A,it ITA,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.59,5.59,0.0,-0.1,↘,No,serie_a_standard_stats\Napoli\Leonardo_Spinazzola.csv,270.0,189.0,17343.0,192.7,8.0,26.0,34.0,5.8,19.6,0.0,5.8,25.4,0.04,0.13,0.18,0.05,0.17,0.22
Federico Bernardeschi,Bologna,2025-2026,31,Bologna,1. Serie A,it ITA,1.0,0.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,1.06,1.39,2.45,-0.1,-0.2,↘,No,serie_a_standard_stats\Bologna\Federico_Bernardeschi.csv,333.0,232.0,21024.0,233.6,59.0,42.0,101.0,36.7,32.0,0.0,28.6,60.6,0.25,0.18,0.43,0.24,0.21,0.45
Milan Đurić,Parma,2025-2026,35,Parma,1. Serie A,it ITA,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.09,0.0,2.09,-0.1,0.0,↘,No,serie_a_standard_stats\Parma\Milan_Đurić.csv,488.0,314.0,30033.0,333.7,84.0,29.0,113.0,37.7,16.6,0.0,31.4,48.0,0.25,0.09,0.34,0.25,0.11,0.35
Evan Ferguson,Roma,2025-2026,20,Roma,1. Serie A,it ITA,1.0,1.0,1.0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.2,0.0,0.9,0.0,4.0,4.0,0.0,0.0,0.0,0.26,0.9,1.16,-0.2,-0.7,→,Yes,serie_a_standard_stats\Roma\Evan_Ferguson.csv,69.0,29.0,2815.0,31.3,13.0,2.0,15.0,11.3,2.7,0.0,11.3,14.0,0.42,0.06,0.48,0.36,0.09,0.45
Zito Luvumbo,Cagliari,2025-2026,23,Cagliari,1. Serie A,it ITA,1.0,0.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.3,0.0,3.0,6.0,0.0,0.0,0.0,1.05,0.0,1.05,-0.3,0.0,↘,No,serie_a_standard_stats\Cagliari\Zito_Luvumbo.csv,96.0,53.0,5253.0,58.4,9.0,9.0,18.0,9.7,9.0,0.0,9.7,18.7,0.15,0.15,0.31,0.17,0.15,0.32
Paulo Dybala,Roma,2025-2026,31,Roma,1. Serie A,it ITA,1.0,0.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.2,0.0,4.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,-0.2,0.0,↘,No,serie_a_standard_stats\Roma\Paulo_Dybala.csv,377.0,303.0,25688.0,285.4,134.0,70.0,204.0,65.1,38.5,0.0,46.3,84.9,0.47,0.25,0.71,0.39,0.23,0.62
Nicolás González,Juventus,2025-2026,27,Juventus,1. Serie A,it ITA,1.0,0.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.92,-0.1,0.0,↘,No,serie_a_standard_stats\Juventus\Nicolás_González.csv,209.0,159.0,14267.0,158.5,57.0,20.0,77.0,52.3,15.7,0.0,43.2,58.9,0.36,0.13,0.49,0.38,0.11,0.49
Semih Kılıçsoy,Cagliari,2025-2026,19,Cagliari,1. Serie A,it ITA,1.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.91,0.91,0.0,-0.1,↘,Yes,serie_a_standard_stats\Cagliari\Semih_Kılıçsoy.csv,60.0,31.0,3046.0,33.8,14.0,5.0,19.0,0.0,0.1,0.0,0.0,0.1,0.41,0.15,0.56,0.0,0.91,0.91
Manu Koné,Roma,2025-2026,24,Roma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.1,0.7,0.0,0.8,2.0,2.0,1.0,0.0,0.0,0.0,0.71,0.06,0.77,-0.7,-0.1,↘,No,serie_a_standard_stats\Roma\Manu_Koné.csv,164.0,142.0,12175.0,135.3,9.0,3.0,12.0,8.2,4.9,0.0,8.2,13.1,0.07,0.02,0.09,0.07,0.05,0.12
Moise Kean,Fiorentina,2025-2026,25,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.7,0.0,0.7,0.0,0.0,2.0,0.0,0.0,0.0,0.69,0.0,0.69,-0.7,0.0,↘,No,serie_a_standard_stats\Fiorentina\Moise_Kean.csv,205.0,108.0,9800.0,108.9,56.0,7.0,63.0,56.1,7.6,0.0,54.5,62.1,0.51,0.06,0.58,0.52,0.07,0.59
Simon Sohm,Fiorentina,2025-2026,24,Fiorentina,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.7,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.69,0.69,0.0,-0.7,↘,No,serie_a_standard_stats\Fiorentina\Simon_Sohm.csv,182.0,124.0,10999.0,122.2,6.0,9.0,15.0,7.3,9.5,0.0,7.3,16.7,0.05,0.07,0.12,0.08,0.1,0.18
Andrea Cambiaso,Juventus,2025-2026,25,Juventus,1. Serie A,it ITA,1.0,1.0,1.0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.3,0.3,0.0,0.6,3.0,6.0,6.0,0.0,0.0,0.0,0.32,0.33,0.64,-0.3,-0.3,↘,No,serie_a_standard_stats\Juventus\Andrea_Cambiaso.csv,133.0,101.0,8787.0,97.6,5.0,13.0,18.0,4.8,10.6,0.0,4.8,15.4,0.05,0.13,0.18,0.05,0.11,0.16
Daniel Maldini,Atalanta,2025-2026,23,Atalanta,1. Serie A,it ITA,1.0,1.0,1.0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.1,0.4,0.0,0.5,4.0,4.0,3.0,0.0,0.0,0.0,0.53,0.11,0.63,-0.4,-0.1,↘,No,serie_a_standard_stats\Atalanta\Daniel_Maldini.csv,82.0,30.0,3062.0,34.0,13.0,1.0,14.0,10.3,3.0,0.0,10.3,13.3,0.38,0.03,0.41,0.3,0.09,0.39
Cesare Casadei,Torino,2025-2026,22,Torino,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.2,0.0,0.6,5.0,0.0,2.0,0.0,0.0,0.0,0.18,0.45,0.63,-0.2,-0.5,↘,No,serie_a_standard_stats\Torino\Cesare_Casadei.csv,64.0,35.0,3177.0,35.3,4.0,1.0,5.0,5.3,1.9,0.0,5.3,7.2,0.11,0.03,0.14,0.15,0.05,0.2
Giovanni Simeone,Torino,2025-2026,30,Torino,1. Serie A,it ITA,1.0,1.0,1.0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.4,1.0,0.0,4.0,0.0,0.0,0.0,0.6,0.0,0.6,-0.4,0.0,↘,No,serie_a_standard_stats\Torino\Giovanni_Simeone.csv,340.0,218.0,19838.0,220.4,85.0,21.0,106.0,63.0,14.6,0.0,62.2,76.8,0.39,0.1,0.48,0.39,0.09,0.48
Christian Pulisic,Milan,2025-2026,26,Milan,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.1,0.0,0.6,4.0,3.0,11.0,0.0,0.0,0.0,0.1,0.48,0.58,-0.1,-0.5,↘,No,serie_a_standard_stats\Milan\Christian_Pulisic.csv,259.0,175.0,15889.0,176.5,56.0,42.0,98.0,51.9,27.5,0.0,48.8,76.3,0.32,0.24,0.56,0.33,0.18,0.51
Ruben Loftus-Cheek,Milan,2025-2026,29,Milan,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5,0.0,0.6,5.0,5.0,7.0,0.0,0.0,0.0,0.46,0.1,0.56,-0.5,-0.1,→,No,serie_a_standard_stats\Milan\Ruben_Loftus-Cheek.csv,206.0,126.0,11753.0,130.6,16.0,10.0,26.0,17.1,13.9,0.0,17.1,31.0,0.12,0.08,0.2,0.14,0.11,0.25
Santiago Giménez,Milan,2025-2026,24,Milan,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.5,0.0,0.5,0.0,0.0,4.0,0.0,0.0,0.0,0.48,0.06,0.54,-0.5,-0.1,↘,No,serie_a_standard_stats\Milan\Santiago_Giménez.csv,163.0,110.0,9693.0,107.7,68.0,16.0,84.0,68.1,13.7,0.0,58.6,72.3,0.63,0.15,0.78,0.63,0.13,0.76
Hassane Kamara,Udinese,2025-2026,31,Udinese,1. Serie A,it ITA,1.0,0.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,2.0,0.0,2.0,0.0,0.0,0.0,0.52,0.0,0.52,-0.1,0.0,↘,No,serie_a_standard_stats\Udinese\Hassane_Kamara.csv,254.0,195.0,17333.0,192.6,13.0,9.0,22.0,9.0,14.2,0.0,9.0,23.3,0.07,0.05,0.11,0.06,0.09,0.14
