Player,Team,Season,Age,Squad,Comp,Country,MP,Starts,Starts_pct,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,xAG,npxG,xG+xAG,npxG+xAG,PrgP,PrgC,PrgR,Gls/90,Ast/90,G+A/90,xG/90,xAG/90,xG+xAG/90,xG_diff,xA_diff,Trend,NewLeague,SourceFile,Career_MP,Career_Starts,Career_Min,Career_90s,Career_Gls,Career_Ast,Career_G+A,Career_xG,Career_xAG,Career_xG+xAG,Career_npxG,Career_npxG+xAG,Career_Gls/90,Career_Ast/90,Career_G+A/90,Career_xG/90,Career_xAG/90,Career_xG+xAG/90
Manuel Lazzari,Lazio,2025-2026,31,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Lazio\Manuel_Lazzari.csv,281.0,240.0,21121.0,234.7,7.0,29.0,36.0,8.3,19.9,0.0,8.3,28.2,0.03,0.12,0.15,0.04,0.1,0.14
Nicolò Rovella,Lazio,2025-2026,23,Lazio,1. Serie A,it ITA,1.0,0.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Lazio\Nicolò_Rovella.csv,128.0,97.0,8588.0,95.4,1.0,12.0,13.0,5.0,8.7,0.0,5.0,13.7,0.01,0.13,0.14,0.05,0.09,0.14
Oliver Nielsen,Lazio,2025-2026,22,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Lazio\Oliver_Nielsen.csv,56.0,52.0,4761.0,52.9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.0,0.0,0.0
Valentín Castellanos,Lazio,2025-2026,26,Lazio,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Lazio\Valentín_Castellanos.csv,227.0,184.0,16148.0,179.4,80.0,24.0,104.0,86.3,23.6,0.0,74.3,97.9,0.45,0.13,0.58,0.53,0.14,0.67
Balthazar Pierret,Lecce,2025-2026,25,Lecce,1. Serie A,it ITA,1.0,0.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Lecce\Balthazar_Pierret.csv,106.0,86.0,7567.0,84.1,8.0,1.0,9.0,0.2,0.4,0.0,0.2,0.6,0.1,0.01,0.11,0.01,0.02,0.03
Christ-Owen Kouassi,Lecce,2025-2026,22,Lecce,1. Serie A,it ITA,1.0,0.0,0.0,23.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Lecce\Christ-Owen_Kouassi.csv,34.0,33.0,2941.0,32.7,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.0,0.0,0.0
Kialonda,Lecce,2025-2026,27,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Lecce\Kialonda.csv,52.0,52.0,4582.0,50.9,1.0,1.0,2.0,2.5,1.1,0.0,2.5,3.6,0.02,0.02,0.04,0.05,0.02,0.07
Konan N'dri,Lecce,2025-2026,24,Lecce,1. Serie A,it ITA,1.0,0.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Lecce\Konan_N'dri.csv,156.0,81.0,8200.0,91.1,12.0,12.0,24.0,16.7,11.9,0.0,16.7,28.6,0.13,0.13,0.26,0.18,0.13,0.31
Mohamed Kaba,Lecce,2025-2026,23,Lecce,1. Serie A,it ITA,1.0,0.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Lecce\Mohamed_Kaba.csv,106.0,82.0,7568.0,84.1,5.0,4.0,9.0,1.5,0.9,0.0,1.5,2.4,0.06,0.05,0.11,0.07,0.04,0.12
Riccardo Sottil,Lecce,2025-2026,26,Lecce,1. Serie A,it ITA,1.0,0.0,0.0,32.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Lecce\Riccardo_Sottil.csv,140.0,68.0,6461.0,71.8,9.0,10.0,19.0,10.9,10.2,0.0,10.9,21.2,0.13,0.14,0.26,0.15,0.14,0.29
Tiago Gabriel,Lecce,2025-2026,20,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Lecce\Tiago_Gabriel.csv,14.0,12.0,1166.0,13.0,1.0,0.0,1.0,0.6,0.0,0.0,0.6,0.6,0.08,0.0,0.08,0.04,0.0,0.05
Wladimiro Falcone,Lecce,2025-2026,30,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Lecce\Wladimiro_Falcone.csv,163.0,162.0,14625.0,162.5,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
Ylber Ramadani,Lecce,2025-2026,29,Lecce,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Lecce\Ylber_Ramadani.csv,186.0,167.0,14571.0,161.9,6.0,7.0,13.0,1.7,1.7,0.0,1.7,3.3,0.04,0.05,0.08,0.03,0.03,0.06
Mike Maignan,Milan,2025-2026,30,Milan,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Milan\Mike_Maignan.csv,270.0,268.0,24098.0,267.8,0.0,3.0,3.0,0.0,1.6,0.0,0.0,1.7,0.0,0.01,0.01,0.0,0.01,0.01
Samuel Chukwueze,Milan,2025-2026,26,Milan,1. Serie A,it ITA,1.0,0.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Milan\Samuel_Chukwueze.csv,206.0,112.0,10759.0,119.5,25.0,19.0,44.0,26.6,23.1,0.0,26.6,49.7,0.21,0.16,0.37,0.22,0.19,0.42
Alex Meret,Napoli,2025-2026,28,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Napoli\Alex_Meret.csv,208.0,206.0,18445.0,204.9,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Vergara,Napoli,2025-2026,22,Napoli,1. Serie A,it ITA,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Napoli\Antonio_Vergara.csv,40.0,29.0,2445.0,27.2,5.0,5.0,10.0,3.6,4.3,0.0,3.6,7.9,0.18,0.18,0.37,0.13,0.16,0.29
Billy Gilmour,Napoli,2025-2026,24,Napoli,1. Serie A,it ITA,1.0,0.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Napoli\Billy_Gilmour.csv,108.0,71.0,6221.0,69.1,0.0,4.0,4.0,3.1,5.8,0.0,3.1,8.8,0.0,0.06,0.06,0.04,0.08,0.13
David Neres,Napoli,2025-2026,28,Napoli,1. Serie A,it ITA,1.0,0.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Napoli\David_Neres.csv,218.0,132.0,12549.0,139.4,56.0,49.0,105.0,32.8,29.2,0.0,32.8,62.0,0.4,0.35,0.75,0.35,0.31,0.65
Giovanni Di Lorenzo,Napoli,2025-2026,31,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Napoli\Giovanni_Di_Lorenzo.csv,308.0,301.0,27085.0,300.9,20.0,33.0,53.0,20.3,29.5,0.0,20.0,49.5,0.07,0.11,0.18,0.08,0.12,0.2
Juan Jesus,Napoli,2025-2026,34,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Napoli\Juan_Jesus.csv,257.0,213.0,19349.0,215.0,5.0,2.0,7.0,3.3,0.8,0.0,3.3,4.2,0.02,0.01,0.03,0.03,0.01,0.04
Mathías Olivera,Napoli,2025-2026,27,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Napoli\Mathías_Olivera.csv,207.0,174.0,15516.0,172.4,6.0,10.0,16.0,8.5,11.1,0.0,8.1,19.2,0.03,0.06,0.09,0.05,0.07,0.13
Noa Lang,Napoli,2025-2026,26,Napoli,1. Serie A,it ITA,1.0,0.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Napoli\Noa_Lang.csv,186.0,145.0,12429.0,138.1,60.0,45.0,105.0,41.2,34.7,0.0,37.8,72.6,0.43,0.33,0.76,0.4,0.34,0.73
Stanislav Lobotka,Napoli,2025-2026,30,Napoli,1. Serie A,it ITA,1.0,1.0,1.0,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Napoli\Stanislav_Lobotka.csv,338.0,293.0,26158.0,290.6,5.0,13.0,18.0,3.5,6.2,0.0,3.5,9.6,0.02,0.04,0.06,0.02,0.03,0.05
Adrian Benedyczak,Parma,2025-2026,24,Parma,1. Serie A,it ITA,1.0,0.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Parma\Adrian_Benedyczak.csv,141.0,75.0,6496.0,72.2,27.0,5.0,32.0,20.6,4.3,0.0,15.0,19.3,0.37,0.07,0.44,0.36,0.08,0.44
Alessandro Circati,Parma,2025-2026,21,Parma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Parma\Alessandro_Circati.csv,56.0,49.0,4512.0,50.1,1.0,2.0,3.0,1.8,0.7,0.0,1.8,2.6,0.02,0.04,0.06,0.04,0.01,0.05
Christian Ordoñez,Parma,2025-2026,21,Parma,1. Serie A,it ITA,1.0,1.0,1.0,56.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Parma\Christian_Ordoñez.csv,59.0,53.0,4292.0,47.7,0.0,5.0,5.0,1.5,3.6,0.0,1.5,5.1,0.0,0.1,0.1,0.03,0.07,0.11
Emanuele Valeri,Parma,2025-2026,26,Parma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Parma\Emanuele_Valeri.csv,151.0,131.0,11655.0,129.5,9.0,12.0,21.0,8.8,18.7,0.0,8.0,26.7,0.07,0.09,0.16,0.07,0.14,0.21
Enrico Del Prato,Parma,2025-2026,25,Parma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Parma\Enrico_Del_Prato.csv,197.0,184.0,16687.0,185.4,11.0,7.0,18.0,10.4,8.9,0.0,10.4,19.3,0.06,0.04,0.1,0.06,0.05,0.1
Zion Suzuki,Parma,2025-2026,22,Parma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Parma\Zion_Suzuki.csv,68.0,68.0,6104.0,67.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adrian Šemper,Pisa,2025-2026,27,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,Yes,serie_a_standard_stats\Pisa\Adrian_Šemper.csv,205.0,205.0,18428.0,204.8,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Arturo Calabresi,Pisa,2025-2026,29,Pisa,1. Serie A,it ITA,1.0,0.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Pisa\Arturo_Calabresi.csv,219.0,165.0,14922.0,165.8,6.0,11.0,17.0,3.7,7.0,0.0,3.7,10.6,0.04,0.07,0.1,0.03,0.07,0.1
Daniel Denoon,Pisa,2025-2026,21,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,Yes,serie_a_standard_stats\Pisa\Daniel_Denoon.csv,14.0,11.0,757.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henrik Meister,Pisa,2025-2026,21,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Pisa\Henrik_Meister.csv,41.0,24.0,2055.0,22.8,12.0,0.0,12.0,1.1,0.3,0.0,1.1,1.3,0.53,0.0,0.53,0.14,0.04,0.18
Juan Cuadrado,Pisa,2025-2026,37,Pisa,1. Serie A,it ITA,1.0,0.0,0.0,30.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Pisa\Juan_Cuadrado.csv,409.0,304.0,27849.0,309.4,43.0,60.0,103.0,13.3,28.8,0.0,12.4,41.2,0.14,0.19,0.33,0.09,0.2,0.29
Marius Marin,Pisa,2025-2026,26,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Pisa\Marius_Marin.csv,198.0,174.0,15048.0,167.2,7.0,10.0,17.0,8.2,8.8,0.0,7.4,16.2,0.04,0.06,0.1,0.05,0.05,0.1
Simone Canestrelli,Pisa,2025-2026,24,Pisa,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Pisa\Simone_Canestrelli.csv,116.0,105.0,9450.0,105.0,10.0,4.0,14.0,8.8,2.1,0.0,8.8,10.9,0.1,0.04,0.13,0.08,0.02,0.1
Artem Dovbyk,Roma,2025-2026,28,Roma,1. Serie A,it ITA,1.0,0.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Roma\Artem_Dovbyk.csv,197.0,148.0,13219.0,146.9,88.0,21.0,109.0,36.0,8.6,0.0,28.2,36.8,0.6,0.14,0.74,0.65,0.15,0.8
Devyne Rensch,Roma,2025-2026,22,Roma,1. Serie A,it ITA,1.0,0.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Roma\Devyne_Rensch.csv,136.0,106.0,8733.0,97.0,13.0,11.0,24.0,6.5,9.9,0.0,6.5,16.4,0.13,0.11,0.25,0.08,0.12,0.2
Gianluca Mancini,Roma,2025-2026,29,Roma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Roma\Gianluca_Mancini.csv,273.0,257.0,22293.0,247.7,19.0,7.0,26.0,20.1,6.9,0.0,20.0,26.9,0.08,0.03,0.1,0.09,0.03,0.12
Mario Hermoso,Roma,2025-2026,30,Roma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Roma\Mario_Hermoso.csv,229.0,208.0,18368.0,204.1,10.0,7.0,17.0,11.0,4.6,0.0,11.0,15.5,0.05,0.03,0.08,0.06,0.03,0.09
Mile Svilar,Roma,2025-2026,25,Roma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Roma\Mile_Svilar.csv,63.0,62.0,5583.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Obite N'Dicka,Roma,2025-2026,25,Roma,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,No,serie_a_standard_stats\Roma\Obite_N'Dicka.csv,212.0,205.0,18366.0,204.1,10.0,11.0,21.0,9.2,5.0,0.0,9.2,14.3,0.05,0.05,0.1,0.05,0.03,0.07
Andrea Ghion,Sassuolo,2025-2026,25,Sassuolo,1. Serie A,it ITA,1.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Sassuolo\Andrea_Ghion.csv,61.0,43.0,3552.0,39.5,1.0,1.0,2.0,1.3,2.1,0.0,1.3,3.4,0.03,0.03,0.05,0.03,0.05,0.09
Armand Lauriente,Sassuolo,2025-2026,26,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,80.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Sassuolo\Armand_Lauriente.csv,198.0,151.0,13268.0,147.4,45.0,27.0,72.0,34.1,25.4,0.0,30.2,55.6,0.31,0.18,0.49,0.26,0.19,0.45
Filippo Romagna,Sassuolo,2025-2026,28,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,Yes,serie_a_standard_stats\Sassuolo\Filippo_Romagna.csv,116.0,101.0,9241.0,102.7,0.0,1.0,1.0,1.2,0.8,0.0,1.2,2.0,0.0,0.01,0.01,0.01,0.01,0.02
Ismaël Koné,Sassuolo,2025-2026,23,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Sassuolo\Ismaël_Koné.csv,106.0,67.0,6057.0,67.3,8.0,9.0,17.0,5.6,7.4,0.0,5.6,13.0,0.12,0.13,0.25,0.08,0.11,0.19
Luca Moro,Sassuolo,2025-2026,24,Sassuolo,1. Serie A,it ITA,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,↘,Yes,serie_a_standard_stats\Sassuolo\Luca_Moro.csv,96.0,46.0,4078.0,45.3,17.0,1.0,18.0,14.8,3.0,0.0,11.7,14.6,0.38,0.02,0.4,0.33,0.07,0.39
Sebastian Walukiewicz,Sassuolo,2025-2026,25,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Sassuolo\Sebastian_Walukiewicz.csv,139.0,115.0,10219.0,113.5,1.0,2.0,3.0,2.1,1.3,0.0,2.1,3.4,0.01,0.02,0.03,0.02,0.02,0.04
Stefano Turati,Sassuolo,2025-2026,23,Sassuolo,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Sassuolo\Stefano_Turati.csv,123.0,122.0,10935.0,121.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
Emirhan İlkhan,Torino,2025-2026,21,Torino,1. Serie A,it ITA,1.0,1.0,1.0,57.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,No,serie_a_standard_stats\Torino\Emirhan_İlkhan.csv,54.0,16.0,1944.0,21.6,2.0,1.0,3.0,0.1,0.2,0.0,0.1,0.2,0.09,0.05,0.14,0.03,0.06,0.08
Franco Israel,Torino,2025-2026,25,Torino,1. Serie A,it ITA,1.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,→,Yes,serie_a_standard_stats\Torino\Franco_Israel.csv,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
